mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_SVR__proportion,param_XGBClassifier__max_depth,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
20.44664063453674,0.12721817460940502,0.2131124496459961,0.002364376195827366,0.5,5,"{'SVR__proportion': 0.5, 'XGBClassifier__max_depth': 5}",0.5613554383255337,0.5617078271008633,0.5647704271222479,0.5605328105509142,0.5558114217713184,0.5608355849741755,0.0028930234981783,9
24.35517511367798,0.19152625028977943,0.2540959358215332,0.002957345637456673,0.5,6,"{'SVR__proportion': 0.5, 'XGBClassifier__max_depth': 6}",0.6197693444992027,0.6133639209616951,0.616507970608106,0.6076567830965229,0.6126171412663125,0.6139830320863678,0.004052828850963318,8
33.61320691108703,0.5435370633334194,0.3447572231292725,0.004128475542192406,0.5,8,"{'SVR__proportion': 0.5, 'XGBClassifier__max_depth': 8}",0.7398040768930854,0.7314701630198513,0.724946567141682,0.7327820006431521,0.726819902100329,0.73116454195962,0.0051940397964476475,4
24.56556968688965,0.15487418257872201,0.2147831916809082,0.006236074936646812,0.75,5,"{'SVR__proportion': 0.75, 'XGBClassifier__max_depth': 5}",0.6312602006958415,0.6350761939711217,0.6297436832022221,0.6323829405357796,0.6294020588916058,0.6315730154593142,0.0020535627731840867,7
29.244035720825195,0.11366265766677995,0.2589517593383789,0.002373702914983495,0.75,6,"{'SVR__proportion': 0.75, 'XGBClassifier__max_depth': 6}",0.6917806638014808,0.6860539074908097,0.6906997860540038,0.6892219843256464,0.6783348634347598,0.6872182410213401,0.004841939995184569,5
39.48519024848938,0.21810688372176076,0.34166431427001953,0.001618493828987871,0.75,8,"{'SVR__proportion': 0.75, 'XGBClassifier__max_depth': 8}",0.8002695697193746,0.7813892087208988,0.7767537765075656,0.7876140099895106,0.779487709705027,0.7851028549284754,0.00838287864403401,2
28.338032293319703,0.17957169604759374,0.2136775493621826,0.002379636570961695,1,5,"{'SVR__proportion': 1, 'XGBClassifier__max_depth': 5}",0.6874922703866208,0.6821695161954462,0.6822102040197816,0.6825260807866732,0.6700596431122237,0.680891542900149,0.005778294789308127,6
33.801701402664186,0.15467036116371075,0.25422101020812987,0.0024953073801234227,1,6,"{'SVR__proportion': 1, 'XGBClassifier__max_depth': 6}",0.7467202538340764,0.7399907277053807,0.7342649652904338,0.7291255812306844,0.7294010263078211,0.7359005108736792,0.006702457640352958,3
45.973715734481814,0.4266432820791635,0.32822160720825194,0.01899109159755032,1,8,"{'SVR__proportion': 1, 'XGBClassifier__max_depth': 8}",0.8194240555858987,0.808867690412424,0.8008993402460124,0.7876043546606138,0.8033210844758136,0.8040233050761525,0.010396974447685633,1
